Gene,Hazard_Ratio,Lower_95CI,Upper_95CI,Coefficient,P_value,FDR
ENSG00000180828,0.98887567695968,0.9853184857618668,0.9924457103089404,-0.011186661065227465,1.171022540302367e-09,1.6422557872558077e-06
ENSG00000187416,0.08989602295789434,0.0395527082294035,0.2043171076118279,-2.4091015769937445,8.867302790011834e-09,1.208030661809555e-05
ENSG00000279542,1.2216170673531161,1.1403309404496136,1.3086975072868055,0.20017544613535915,1.2132542759146837e-08,1.6069552884489986e-05
ENSG00000286973,1.2981711221094907,1.1865544828351886,1.4202872996208584,0.26095644480772406,1.2771389533608778e-08,1.645852420923064e-05
ENSG00000248205,7.962745552297087,3.890246598376902,16.298534071614164,2.074773859015823,1.3703330741205261e-08,1.719479516847761e-05
ENSG00000004846,1.0013846567986018,1.0009016377182671,1.001867908976199,0.0013836990453811404,1.8974106257205898e-08,2.3198034219386965e-05
ENSG00000151322,1.0005179702645999,1.0003286865358108,1.0007072898099465,0.0005178361643070582,8.127521932787244e-08,9.688412519979034e-05
ENSG00000225056,1.245743867227435,1.1485119642246284,1.3512073283297947,0.2197328352111564,1.1611241618180219e-07,0.00013503590800928518
ENSG00000275852,1.0293629460153009,1.0183628242094034,1.0404818886155833,0.028940111877854495,1.2957443040555386e-07,0.00014710399977613378
ENSG00000231861,1.120716664672091,1.0735543695010008,1.1699508456730892,0.11396835984312585,2.0412447818928303e-07,0.00022635031090747427
ENSG00000286997,0.8892810325402553,0.8506326496437883,0.9296853996458135,-0.11734197133176773,2.2666248066568358e-07,0.0002456300091613892
ENSG00000285831,1.0289672864673323,1.0177921713967568,1.040265101633615,0.028555664769613156,2.970352227576262e-07,0.00031473852203398067
ENSG00000124343,1.00046183330466,1.0002847612546522,1.0006389367002526,0.00046172669248277693,3.176886901618047e-07,0.0003293050461803298
ENSG00000154134,1.0010263464634968,1.00063081968469,1.001422029585112,0.001025820130068117,3.628437813995341e-07,0.00036810887627005496
ENSG00000185742,1.0205960997188481,1.0125768386932343,1.0286788705394123,0.02038686808335578,4.07728859260507e-07,0.0004050276555679062
ENSG00000238120,1.0212469346162318,1.012920816207529,1.029641492972704,0.021024365587797706,4.81235599839096e-07,0.00046829134431689343
ENSG00000122375,1.0337805043393218,1.0204014440921,1.047334985009687,0.03322247535021433,5.771754133167925e-07,0.0005463819755881514
ENSG00000230087,1.3647882660882522,1.208040436554932,1.5418747211509256,0.31099930018626426,5.844025157291162e-07,0.0005463819755881514
ENSG00000224307,1.0044936163297915,1.0027237171395458,1.0062666395541955,0.004483550180275715,6.262452751670846e-07,0.0005714191242783173
ENSG00000234460,1.0564848691577564,1.0338841508808798,1.0795796393709118,0.054947236303416816,6.35149817263345e-07,0.0005714191242783173
ENSG00000224904,1.1429322637668848,1.0840534033005373,1.205009048061764,0.13359712126037274,7.392368137472317e-07,0.0006527461065388055
ENSG00000131080,1.0008998948259937,1.0005430091457714,1.0012569078044808,0.0008994901633956877,7.675900916701774e-07,0.000665458740927589
ENSG00000150471,1.0003607472869753,1.0002171951069654,1.0005043200697388,0.00036068223331765955,8.395862743881602e-07,0.0007148777274174332
ENSG00000172667,1.0001203876865399,1.0000723601519204,1.0001684175276369,0.00012038044052392915,8.964765579014155e-07,0.0007499262321729
ENSG00000154342,1.0025594563940545,1.0015355567592756,1.0035844027919314,0.0025561865636750743,9.433173266967947e-07,0.0007755044270958028
ENSG00000154258,1.0002457693982991,1.0001472091388568,1.0003443393704365,0.00024573920194805396,1.0201220297197192e-06,0.0008244315020524686
ENSG00000165197,1.0003378256481041,1.0002017934204033,1.0004738763768386,0.00033776859786826944,1.127835698479147e-06,0.0008864434976255415
ENSG00000270212,1.1703938964531682,1.0985338337691808,1.246954650595359,0.15734035578636582,1.134034926285769e-06,0.0008864434976255415
ENSG00000267339,1.0320277034909577,1.0189067479498666,1.0453176239296293,0.03152551116704705,1.3719422126056397e-06,0.0010551120738945502
ENSG00000260520,1.012723365378199,1.00748543862345,1.0179885241659248,0.012643103449176182,1.7645262911612433e-06,0.0013354943272246096
ENSG00000285562,1.037805548715903,1.0220957016382912,1.0537568597726767,0.03710843455110678,1.8585602647357258e-06,0.0013651268708711347
ENSG00000198099,1.0026963347419524,1.0015870760004462,1.003806821988683,0.0026927061525630286,1.860938018678406e-06,0.0013651268708711347
ENSG00000268078,1.0933428727594658,1.0539259833046406,1.134233956037108,0.0892398587747567,1.902006358217095e-06,0.0013741131389773866
ENSG00000254847,1.0327560238079203,1.0191347429912043,1.046559360326656,0.0322309800619628,1.9555147707102547e-06,0.0013916844074180054
ENSG00000151468,1.0000599632679708,1.0000350659401362,1.0000848612156603,5.996147024575564e-05,2.352623509596949e-06,0.0016210128243225362
ENSG00000149557,1.0005986946994867,1.0003499668690898,1.000847484373774,0.0005985155533140583,2.3757552086815976e-06,0.0016210128243225362
ENSG00000241479,1.0652291703312837,1.0376311473019892,1.093561221899627,0.06318995942241533,2.37974283173058e-06,0.0016210128243225362
ENSG00000234169,1.6416759264875065,1.3356311099526952,2.0178474636638755,0.49571762644003886,2.485952022125254e-06,0.0016695093566053009
ENSG00000214575,1.0023784081547156,1.0013851993464362,1.0033726020621732,0.0023755842188021813,2.6437605165977053e-06,0.0017508304021168304
ENSG00000240138,1.0557254363578406,1.032084091119556,1.0799083200322708,0.05422814802829841,2.6933504975176936e-06,0.0017592375126388859
ENSG00000230147,1.1609321997283963,1.09069094683139,1.2356970379938104,0.14922330284375912,2.783765504525714e-06,0.00179220594139017
ENSG00000272855,1.1828082459264917,1.102558153622166,1.2688993701017401,0.16789148050256691,2.818997642805729e-06,0.00179220594139017
ENSG00000224935,1.3308416416208446,1.1801354726320956,1.500793354784797,0.28581155534054437,3.1454214964429432e-06,0.0019584374155638047
ENSG00000267583,1.0125502957547032,1.007252610362896,1.017875844534723,0.012472193584264145,3.1626123274697576e-06,0.0019584374155638047
ENSG00000203876,0.9298188905139471,0.9015769963000205,0.9589454619013861,-0.07276545318225328,3.768065181388265e-06,0.0022904933117184082
ENSG00000181778,1.0110230853775075,1.0063342866927674,1.0157337305136669,0.01096277397893132,3.7949115310967293e-06,0.0022904933117184082
ENSG00000168917,1.0008455997533976,1.000486307230204,1.0012050213049608,0.0008452424353440395,3.951392576012721e-06,0.002355128760117982
ENSG00000282840,1.0240553744142213,1.0137554708792047,1.0344599264723564,0.023770601731618813,4.0505295899348195e-06,0.002371896780032391
ENSG00000250261,1.0108199425876725,1.006200689244032,1.0154604019408902,0.010761825846253532,4.122091134237756e-06,0.002371896780032391
ENSG00000182759,1.0049990504696025,1.0028682291065596,1.0071343992466661,0.004986596704227112,4.1287578696927244e-06,0.002371896780032391
ENSG00000175514,0.4913463891527158,0.362986618314914,0.6650968987621568,-0.7106059230300196,4.227694256153072e-06,0.0023998204466891757
ENSG00000242482,1.0835582293775536,1.0470741886173114,1.1213135126578249,0.08025028247690719,4.384417975890003e-06,0.0024044069073629426
ENSG00000138669,1.0012634013604882,1.0007239850673109,1.0018031084130974,0.0012626039405596646,4.385597794721817e-06,0.0024044069073629426
ENSG00000267603,1.003811663037712,1.0021830423728084,1.005442930330186,0.0038044170571429198,4.387051737355312e-06,0.0024044069073629426
ENSG00000145040,0.9395582498153392,0.914869196478871,0.9649135725562173,-0.06234546118274769,4.45721102015804e-06,0.002415099271172451
ENSG00000177363,1.000494446390084,1.0002830957456397,1.000705841690981,0.0004943241917462734,4.520210901271036e-06,0.0024217156875775904
ENSG00000231024,1.090401711074489,1.0507471206866825,1.1315528428354444,0.08654617061620419,4.672269269400749e-06,0.0024753682589285166
ENSG00000184347,1.0000528441940262,1.000030191733834,1.000075497167337,5.2842797820973443e-05,4.823551854634502e-06,0.002487741356116892
ENSG00000180279,0.9379115378730444,0.9124871043449456,0.9640443669687592,-0.06409964372710505,4.842046435049486e-06,0.002487741356116892
ENSG00000166473,1.0011908046539642,1.0006800441743136,1.0017018258325954,0.00119009620845988,4.852144333687156e-06,0.002487741356116892
ENSG00000249790,1.0229825394713348,1.0130492962895294,1.0330131809934482,0.02272241885837034,5.014518306792576e-06,0.002543641084090251
ENSG00000256218,0.3010417670913407,0.17949222971026302,0.5049028901126587,-1.2005062627588927,5.361326607805469e-06,0.0026909344769829517
ENSG00000263586,1.0121373801317624,1.006876729487279,1.0174255162115458,0.0120643127702668,5.691670062051781e-06,0.0028269813739453444
ENSG00000177133,1.00395516338793,1.00224185959742,1.0056713960222619,0.003947362292190777,5.90828245410172e-06,0.0029043167420255487
ENSG00000253177,1.0051506419741412,1.0029076639364067,1.0073986363764509,0.005137422789862346,6.566401393012032e-06,0.003146921051234085
ENSG00000101955,1.0001266254847079,1.0000715590103795,1.000181694991136,0.0001266174683779485,6.571875076566087e-06,0.003146921051234085
ENSG00000250551,1.0385595466267892,1.0216087311335307,1.0557916147533997,0.037834701762706126,6.599809259750189e-06,0.003146921051234085
ENSG00000077616,1.0011472906130927,1.000647690526639,1.0016471401382336,0.0011466329781681752,6.7205027836643795e-06,0.0031597874259833903
ENSG00000064042,1.0000594726383527,1.00003357554194,1.0000853704054025,5.947086992544425e-05,6.75932883373822e-06,0.0031597874259833903
ENSG00000225399,1.0127719986283747,1.0071802169379005,1.0183948254306852,0.012691124541743754,7.032390507596723e-06,0.0032555188755653106
ENSG00000180769,1.0019873174264216,1.0011193309406077,1.0028560564704132,0.0019853453235090194,7.122699935584395e-06,0.003265620945466684
ENSG00000249838,1.159001819296907,1.0865671861843826,1.2362652160062508,0.14755913406898563,7.415523160567884e-06,0.0033587437133881107
ENSG00000226592,1.0483601695173472,1.0269213695118515,1.0702465423938738,0.04722720006031762,7.466692538466082e-06,0.0033587437133881107
ENSG00000254403,1.07020750060567,1.0388711406450195,1.1024890860299652,0.067852555472329,7.639830540050778e-06,0.003404508409445806
ENSG00000164270,1.0592363993934413,1.0327802477078383,1.086370263461291,0.05754827059639902,8.223172962896436e-06,0.003630530863118776
ENSG00000228820,1.027829721436032,1.0154895945612958,1.0403198042848125,0.0274495126866216,8.422929751924566e-06,0.003684606756250157
ENSG00000133116,1.000794250455481,1.0004442072303459,1.0011444161564709,0.0007939352055018616,8.660936084608444e-06,0.0037524569025332794
ENSG00000280304,1.0124942545998328,1.0069675870221155,1.0180512548862768,0.012416845513156341,8.735428802927604e-06,0.0037524569025332794
ENSG00000177119,1.0000508112074944,1.0000283898334008,1.0000732330842916,5.080991664866755e-05,8.924107505372068e-06,0.003799279411349562
ENSG00000138653,1.000156104578778,1.000086956413408,1.0002252575252006,0.00015609239572594773,9.649383680386743e-06,0.00404921046863677
ENSG00000261829,1.0084576530259748,1.0047017388216997,1.0122276081052326,0.008422087471994553,9.69598915886284e-06,0.00404921046863677
ENSG00000134760,1.000037619080954,1.0000209460943716,1.000054292345519,3.761837337410559e-05,9.765932718703675e-06,0.00404921046863677
ENSG00000287373,1.013244924508095,1.0073449837968007,1.0191794207102653,0.013157977392684147,1.0050880508398708e-05,0.00411209491731004
ENSG00000185432,1.000060806759469,1.0000338136095386,1.0000878006380047,6.0804910812905365e-05,1.0090078128544832e-05,0.00411209491731004
ENSG00000101938,1.0000247849644495,1.0000137760713852,1.0000357939787077,2.478465730733505e-05,1.0213098891755123e-05,0.004126957469124303
ENSG00000286103,1.0651238597431234,1.0356575461365465,1.0954285427902555,0.063091092627326,1.0447073164860596e-05,0.004186028089469605
ENSG00000269495,1.1080843914909355,1.0585498206301092,1.1599369200544098,0.10263275103017709,1.0899666120930896e-05,0.004330982333151891
ENSG00000176438,1.000110504923884,1.000061222354559,1.0001597899218322,0.0001104988186648146,1.1082027293784569e-05,0.004364590709005474
ENSG00000288005,1.0211076395441288,1.0116363608123904,1.0306675915623256,0.02088795923203438,1.1167318201809233e-05,0.004364590709005474
ENSG00000248144,1.0006468318102208,1.0003573960785486,1.0009363512850065,0.000646622704691352,1.1818155256546542e-05,0.004552954215214617
ENSG00000162367,1.0010029946325185,1.000554102083788,1.0014520885741771,0.001002491969486264,1.1840239979166405e-05,0.004552954215214617
ENSG00000260991,1.1078097548615269,1.0581837733401644,1.1597630618475248,0.10238487219420755,1.1949579170477502e-05,0.004558238672053666
ENSG00000147100,1.0001371842874047,1.0000757261174054,1.0001986462342245,0.0001371748785009054,1.2136955124317099e-05,0.004592970589188
ENSG00000225292,1.1045006245505824,1.0563163961687903,1.1548827927477268,0.09939330933788625,1.2577276347693726e-05,0.004690454444577134
ENSG00000003436,1.0000881770032521,1.0000486011675547,1.0001277544051201,8.817311588871977e-05,1.259607104749568e-05,0.004690454444577134
ENSG00000205126,1.0739287093782803,1.040083372881299,1.1088754064319835,0.07132361527856274,1.2689665352763104e-05,0.004690454444577134
ENSG00000287723,1.0834484873857937,1.0451282103931532,1.123173801209504,0.08014899807293674,1.2861711819656205e-05,0.0047174780229603626
ENSG00000133800,1.0000550236915873,1.0000302763796778,1.0000797716159078,5.502217783939774e-05,1.3132178936201904e-05,0.004744530663947678
ENSG00000102547,1.0001520018040326,1.000083635445112,1.0002203728365213,0.00015199025292897742,1.313447522421655e-05,0.004744530663947678
ENSG00000232821,1.006534710781153,1.0035882189859215,1.0094898533494159,0.006513452121194478,1.33321569905417e-05,0.0047797286437820255
ENSG00000270069,1.0017008420749305,1.0009342413029898,1.0024680299750952,0.0016993972810607028,1.3578781859824433e-05,0.004831816989851855
ENSG00000204053,1.2187625989317243,1.1147964510370825,1.3324246513100906,0.197836080861492,1.3692568513785231e-05,0.004836215199068944
ENSG00000146469,1.0293305222917244,1.015978705776247,1.0428578060716724,0.028908612556485483,1.4268976119518003e-05,0.005002744995079834
ENSG00000170962,1.0001432170888211,1.000078488154483,1.0002079502126653,0.00014320683423285768,1.4462377855214756e-05,0.005033540882425912
ENSG00000144824,1.00009494173799,1.000052010406365,1.0001378749126186,9.493723130852136e-05,1.4607061215202123e-05,0.00504705719466136
ENSG00000164506,1.0002416738968525,1.0001322891396236,1.0003510706175238,0.00024164469842043017,1.4869227742833236e-05,0.005100679980099096
ENSG00000131737,1.0017871050484999,1.0009770690347646,1.0025977965800927,0.0017855100762453413,1.5170869497460704e-05,0.00516698142412801
ENSG00000286628,1.2780840946879362,1.1433782078583434,1.428660212226697,0.24536215558074756,1.5755179707978195e-05,0.0053279324740128815
ENSG00000186369,1.0183823713010345,1.0099872939348145,1.0268472290738082,0.018215457919793548,1.6106385255992433e-05,0.005388839266661008
ENSG00000121879,1.000038817420266,1.0000211742335698,1.0000564609182374,3.881666688933709e-05,1.6161319053993627e-05,0.005388839266661008
ENSG00000174804,1.0000406473199324,1.0000221382686012,1.0000591567138408,4.064649385253658e-05,1.6752863212832843e-05,0.005547291831349275
ENSG00000154240,1.0007160541433255,1.0003897744143906,1.0010424402892433,0.0007157978988735114,1.6912659899391838e-05,0.005561582409122769
ENSG00000102383,1.0011478311018693,1.0006239907748395,1.0016719456664658,0.0011471728474119714,1.7392065450534846e-05,0.005680057978167141
ENSG00000198873,1.0003668721205226,1.0001993937217653,1.0005343785627023,0.00036680483940139456,1.7559782194661878e-05,0.005683319168899665
ENSG00000118308,0.997340252500513,0.9961282553200951,0.9985537243275513,-0.00266329091231772,1.764043532144521e-05,0.005683319168899665
ENSG00000280339,1.0003013166787844,1.0001634244483022,1.000439227920427,0.0003012712920309249,1.8423591098240016e-05,0.005895796447961614
ENSG00000138722,1.0000996180215445,1.0000540123875172,1.0001452257353332,9.961305999894948e-05,1.8577526020814717e-05,0.005905423971496582
ENSG00000267714,1.0474232568945685,1.0254067183030848,1.0699125132505236,0.04633310702247263,1.9137635452556802e-05,0.005988374688830599
ENSG00000253721,1.1066133773225697,1.0563849936464211,1.1592299911817407,0.10130434007911912,1.9165360013015564e-05,0.005988374688830599
ENSG00000167992,1.003541401732963,1.0019157686867812,1.0051696724088568,0.0035351457354954267,1.9215245320898485e-05,0.005988374688830599
ENSG00000181234,1.0001873316350023,1.0001011525189054,1.000273518177188,0.00018731409062249234,2.0380385154094888e-05,0.006310243668295795
ENSG00000233304,1.1310253906173198,1.0687036800972565,1.1969814065809585,0.12312464658784554,2.0652614786414378e-05,0.006353277279005228
ENSG00000067113,1.0001721965197752,1.0000928928355117,1.0002515064925288,0.00017218169565617913,2.081381546267234e-05,0.006361822749302195
ENSG00000183695,1.0260942080439373,1.0139824164812687,1.038350672228609,0.02575956323890671,2.1190392526427244e-05,0.006396715346398659
ENSG00000226674,1.0028829149844583,1.0015529704048727,1.0042146255740676,0.0028787673546515876,2.1196280037141647e-05,0.006396715346398659
ENSG00000124440,1.0005605006910518,1.000301953690428,1.000819114518049,0.0005603436692105622,2.1413163465962117e-05,0.006421524908075507
ENSG00000187824,1.0009690260383186,1.0005211451311258,1.0014171074383327,0.0009685568356756574,2.2188946093959182e-05,0.006590039746081289
ENSG00000236120,1.0016028400737436,1.000861775788133,1.00234445306277,0.0016015568965614929,2.225150788807281e-05,0.006590039746081289
ENSG00000135318,1.00017103977236,1.0000919545033071,1.0002501312953176,0.00017102514672574911,2.2445759757154392e-05,0.006606535288522443
ENSG00000283205,1.210785384306316,1.1082745255453863,1.3227780780473761,0.19126922698777674,2.2589991690290758e-05,0.006608196219487387
ENSG00000137872,1.0001736399441825,1.0000932667554239,1.000254019592188,0.0001736248705122203,2.2901464198772614e-05,0.006658461072718755
ENSG00000165124,1.0000432221721578,1.0000231911833162,1.0000632535622307,4.3221238106652123e-05,2.3453289087690632e-05,0.006777574122904635
ENSG00000235904,1.009062857074195,1.0048492114552916,1.0132941718211619,0.009022035837667584,2.3813899635384045e-05,0.006840327484423988
ENSG00000224238,1.0020150968792592,1.0010774398222382,1.0029536321907704,0.002013069294938427,2.504643915919899e-05,0.0071512833053229115
ENSG00000261472,1.0321480795846794,1.0170054211292872,1.0475162040015429,0.03164214473560736,2.715198419095414e-05,0.007684419396644049
ENSG00000286892,1.0044322732112076,1.002359221980318,1.0065096118685126,0.004422479616227239,2.7235998448740494e-05,0.007684419396644049
ENSG00000215712,1.0007703166408932,1.0004098013237404,1.0011309618760993,0.0007700200993070916,2.8051701367778735e-05,0.0078050607969040505
ENSG00000120279,1.0002693400058256,1.000143292635538,1.0003954032617763,0.0002693037403177805,2.8095039121878325e-05,0.0078050607969040505
ENSG00000081853,1.000772097172371,1.0004106766381426,1.0011336482777795,0.0007717992586850209,2.8154659139035625e-05,0.0078050607969040505
ENSG00000163145,1.000646285838946,1.0003434874352137,1.000949175898069,0.0006460770861908962,2.8639930452466995e-05,0.007893694588638908
ENSG00000169744,1.000182337873404,1.0000968918205957,1.0002677912265332,0.0001823212518744518,2.8810045476563152e-05,0.007894945910422323
ENSG00000165028,1.000548443893401,1.0002910694998968,1.0008058845092083,0.0005482935530152363,2.9520832464392347e-05,0.008043499048955176
ENSG00000183287,1.0013160100206175,1.0006976832819403,1.0019347188206926,0.0013151448384060701,3.0071264060360214e-05,0.00814692052798918
ENSG00000138640,1.0001327345744973,1.000070301950273,1.0001951710962802,0.00013272576604313877,3.084744544645197e-05,0.008281122926629752
ENSG00000221060,1.502544231688157,1.240576317883547,1.8198309411797744,0.40715982572147347,3.10839066210879e-05,0.008281122926629752
ENSG00000039537,1.0004135163508256,1.0002188811891077,1.0006081893870997,0.00041343087650194807,3.1198143536819314e-05,0.008281122926629752
ENSG00000149451,1.0003563532299504,1.0001886077295554,1.0005241268635923,0.0003562897512183265,3.1261317201320316e-05,0.008281122926629752
ENSG00000085276,1.0003020013260868,1.0001596772465895,1.0004443456584937,0.00030195573286567973,3.1931835503404136e-05,0.00841200983686915
ENSG00000225670,1.0026804945087076,1.0014159409466723,1.0039466449054304,0.0026769083902530634,3.217401767142376e-05,0.00842445098208941
ENSG00000254826,1.0554640510223061,1.0289350335524703,1.0826770657757068,0.05398052900742651,3.236516509176407e-05,0.00842445098208941
ENSG00000262097,1.0028531259137927,1.0015060269646665,1.004202036809657,0.002849063475317248,3.263074402577227e-05,0.00842445098208941
ENSG00000187758,1.0043715878772106,1.0023065338995176,1.0064408964893758,0.004362060244091297,3.268578146232416e-05,0.00842445098208941
ENSG00000237417,1.0327534643213891,1.0171427679500091,1.0486037473554068,0.032228501751845176,3.36503790188616e-05,0.008596900243518009
ENSG00000280436,1.4630906092516012,1.2222403437113996,1.75140195780158,0.38055105399002165,3.37154554242244e-05,0.008596900243518009
ENSG00000288040,1.0222667515960668,1.011671463346032,1.032973004855167,0.022022467113985884,3.4293199795792614e-05,0.008697704003526506
ENSG00000153253,1.000427311057124,1.0002250421564403,1.0006296208613108,0.00042721978575417126,3.456981282698e-05,0.008721469921778097
ENSG00000231246,1.0005485098339901,1.0002886456639128,1.0008084415139678,0.0005483594574572805,3.5095360206152254e-05,0.008807457712367114
ENSG00000259107,1.1225591922402578,1.0626492366781897,1.1858467465918088,0.11561107175198716,3.604814521549959e-05,0.00895928990788074
ENSG00000135917,1.0000608446129693,1.0000319781618525,1.0000897118973315,6.084276201089187e-05,3.607616421947699e-05,0.00895928990788074
ENSG00000205636,1.2031048932430293,1.101975898728904,1.3135145567293476,0.18490562624467322,3.665355923386143e-05,0.00905551819372529
ENSG00000162407,1.0000707056236486,1.0000371009709168,1.0001043114056114,7.070312412376356e-05,3.724712310143691e-05,0.0091547284727975
ENSG00000264515,1.1160629679645675,1.0592900801888674,1.1758786113052186,0.10980728527472543,3.751114914312694e-05,0.009164345397570146
ENSG00000182372,1.0006536723133008,1.0003427540944079,1.0009646871692097,0.0006534587626106773,3.767064506362461e-05,0.009164345397570146
ENSG00000186642,1.0001431801618912,1.000075006379834,1.0002113585912644,0.00014316991259008885,3.8464214842680555e-05,0.009297414087971238
ENSG00000091704,1.0033618268680737,1.001759446185759,1.004966770664578,0.0033561885612685785,3.8607608519321864e-05,0.009297414087971238
ENSG00000155090,1.0000488183989116,1.0000255503213167,1.000072087017896,4.8817207332288094e-05,3.918673500593825e-05,0.009389456776648984
ENSG00000123612,1.0001046492851418,1.0000547314579622,1.0001545696039746,0.000104643809787391,3.973040196272521e-05,0.009472125131933318
ENSG00000122707,1.0002177549616198,1.0001137778321998,1.0003217429010534,0.00021773125644925772,4.0448237608380376e-05,0.009563617491748009
ENSG00000133401,1.0000648593707613,1.0000338876259232,1.000095832074816,6.485726748314751e-05,4.0515304167885114e-05,0.009563617491748009
ENSG00000172059,1.000195117453855,1.0001017716460456,1.0002884719742178,0.00019509842092035895,4.184446863819461e-05,0.009828709131065988
ENSG00000165029,1.000100307004981,1.0000522799940794,1.0001483363223556,0.00010030197456982113,4.247311889535129e-05,0.009927466937098728
ENSG00000184005,1.0009768861515551,1.0005085677330448,1.001445423780723,0.00097640930880071,4.324622855448447e-05,0.010058861804560625
ENSG00000104967,1.0008393719104482,1.0004368780019675,1.0012420277495315,0.0008390198348472619,4.346290054127606e-05,0.010060184580626822
ENSG00000166482,1.0000302437277933,1.0000157399279688,1.0000447477379746,3.024327046091578e-05,4.369801286822127e-05,0.010065742268514623
ENSG00000279204,1.0015993909047707,1.0008312022791757,1.0023681691540336,0.0015981132412784382,4.45735919577042e-05,0.010218067364073324
ENSG00000277672,1.2548314742294098,1.1251087697986064,1.3995109370613175,0.22700128008437115,4.5574299661299336e-05,0.010397482088277869
ENSG00000233574,1.0731474545019493,1.0373280891731342,1.1102036772396693,0.07059587685553569,4.584661916884111e-05,0.01040980235813658
