gene_id,Mean_High,Mean_Low,log2FC,P_value,FDR,Regulation
ENSG00000002746,50.22135922330097,28.471844660194176,0.7974081747497678,7.87016468771296e-13,1.8063901807036412e-11,Not Significant
ENSG00000002822,27.464077669902913,18.267961165048543,0.56293843114326,0.00013123673412583715,0.000748190499285149,Not Significant
ENSG00000002834,21898.22718446602,21652.514563106797,0.016278752022403687,0.871838239540638,0.9200997771987369,Not Significant
ENSG00000002919,1867.2679611650485,1844.6504854368932,0.017572019383136496,0.7655774298642567,0.847210985202349,Not Significant
ENSG00000002933,2942.052427184466,2380.687378640777,0.3053291856767063,0.0036989372102093194,0.014049660574446255,Not Significant
ENSG00000003056,4526.939805825243,4104.058252427184,0.14145208462024225,0.0022219556628772907,0.009053648733769838,Not Significant
ENSG00000003096,942.0524271844661,403.2116504854369,1.2222270722493798,1.7704147905756896e-12,3.8805995855163417e-11,Up
ENSG00000003137,547.4796116504855,256.8601941747573,1.088848911289287,7.46313567372811e-13,1.7162694365250986e-11,Up
ENSG00000003147,2940.73786407767,3271.6058252427183,-0.1537711499961863,0.004494439353697242,0.016582823558317868,Not Significant
ENSG00000003249,2373.4349514563105,2998.1087378640777,-0.3369495969926461,1.313508005296168e-05,9.558940826097689e-05,Not Significant
ENSG00000003393,2053.376699029126,1845.2990291262136,0.15406451167895727,0.00029499106930099694,0.001536723127173032,Not Significant
ENSG00000003400,862.3456310679612,556.1436893203884,0.6318887906853704,4.546048130893415e-14,1.2235100096445119e-12,Not Significant
ENSG00000003402,6160.33786407767,4311.508737864077,0.5147162697479323,8.908272493166186e-27,8.710757107149673e-25,Not Significant
ENSG00000003436,1799.4660194174758,992.031067961165,0.8584596117746639,4.180084020964846e-09,5.6601943618728866e-08,Not Significant
ENSG00000003509,768.0135922330097,700.0951456310679,0.13339885220850392,0.0001768616200820955,0.0009752117849638818,Not Significant
ENSG00000003756,4194.368932038835,3773.3883495145633,0.15255481335291016,0.00028186621216376976,0.0014752406253822122,Not Significant
ENSG00000003987,121.98058252427184,142.56893203883496,-0.2233130417170596,0.04936053904537267,0.12247224428905436,Not Significant
ENSG00000003989,13718.976699029126,17578.48932038835,-0.3576151298241133,0.015070185764179274,0.04624887947660651,Not Significant
ENSG00000004059,5581.149514563107,6062.611650485437,-0.11935659110147213,0.0028108185328185103,0.011116081447789963,Not Significant
ENSG00000004139,294.8368932038835,307.6757281553398,-0.06129006600487957,0.4634602904892516,0.6105684034556227,Not Significant
ENSG00000004142,7595.180582524272,8275.823300970873,-0.12380295534136948,0.01032267138448977,0.03368049457265524,Not Significant
ENSG00000004399,11302.258252427184,9466.33786407767,0.2557079865995677,1.83485336021996e-06,1.5747397957369793e-05,Not Significant
ENSG00000004455,8102.9378640776695,7879.992233009709,0.0402458331314726,0.33128451479209625,0.4906185581799895,Not Significant
ENSG00000004468,443.8893203883495,337.0155339805825,0.3963569177775116,0.010086665229970758,0.033009772405441645,Not Significant
ENSG00000004478,16483.388349514564,20949.55922330097,-0.34588839656823606,1.4249866214570484e-08,1.78003957075098e-07,Not Significant
ENSG00000004487,6569.695145631068,6627.827184466019,-0.012707633546556392,0.7638926007622415,0.8460587768592142,Not Significant
ENSG00000004534,4507.033009708738,4262.578640776699,0.08043321250639376,0.03791723980110768,0.09891304741843733,Not Significant
ENSG00000004660,816.2893203883496,755.2058252427184,0.11206791996939892,0.04837572283414134,0.12055529257361378,Not Significant
ENSG00000004700,1804.3339805825242,1409.3223300970874,0.3562408262164108,8.198042965312107e-09,1.0615853845828036e-07,Not Significant
ENSG00000004766,2207.3728155339804,2055.3320388349516,0.10291050982516825,0.10694180261870148,0.22405378193533532,Not Significant
ENSG00000004776,459.93398058252427,88.3126213592233,2.367624157054412,1.8058305292295263e-06,1.5512706697046493e-05,Up
ENSG00000004777,715.9106796116505,888.8582524271844,-0.3117821603921539,1.822056222388704e-05,0.00012854375499671912,Not Significant
ENSG00000004779,3269.617475728155,3699.438834951456,-0.1781333352285013,1.6966836460850874e-05,0.00012051555555803541,Not Significant
ENSG00000004799,7242.858252427184,2065.7611650485437,1.8093866354217554,1.4792701755429594e-15,4.785711631601611e-14,Up
ENSG00000004809,18.724271844660194,14.833009708737864,0.31703651712825054,0.2325367823925291,0.393161257917539,Not Significant
ENSG00000004838,569.0194174757281,891.5533980582525,-0.6469274177292395,2.9291875248563438e-08,3.495248069794824e-07,Not Significant
ENSG00000004846,89.79805825242718,9.648543689320388,3.092005306497246,8.382322708979582e-19,3.8349729149289333e-17,Up
ENSG00000004848,71.97087378640776,86.00582524271844,-0.2537912666399402,0.34758107137555966,0.5053820174478204,Not Significant
ENSG00000004864,1877.483495145631,1695.3184466019418,0.14716141044066913,0.00646248959690142,0.02263816462963896,Not Significant
ENSG00000004866,1517.0116504854368,1504.9126213592233,0.011544801322655302,0.8178855745920188,0.8836597575294035,Not Significant
ENSG00000004897,4734.623300970874,4322.376699029126,0.1313957803708853,0.008974476065025263,0.029907399180869862,Not Significant
ENSG00000004939,5.728155339805825,3.8233009708737864,0.48019017880409465,0.1549882985051982,0.2947947866240233,Not Significant
ENSG00000004948,36.79417475728155,47.227184466019416,-0.3516826991154085,0.47515007668653536,0.6209286966815856,Not Significant
ENSG00000004961,1581.2796116504855,1441.0912621359223,0.13384209956765186,0.13438987114425105,0.26543112049922896,Not Significant
ENSG00000004975,1911.9611650485438,1870.1864077669902,0.0318542987300341,0.4317905995498899,0.5827117897295694,Not Significant
ENSG00000005001,843.2135922330098,844.0368932038836,-0.0014062713992088625,0.9841889981685644,0.9906663843101624,Not Significant
ENSG00000005007,8601.08349514563,8637.015533980582,-0.006013776279439683,0.8601679280593479,0.9122031556390783,Not Significant
ENSG00000005020,2489.1106796116505,1567.6970873786408,0.6666430707986425,1.0765804109336315e-22,7.115272028937815e-21,Not Significant
ENSG00000005022,13593.500970873787,13909.425242718447,-0.033143330194085274,0.5151579865347591,0.6557380708884345,Not Significant
ENSG00000005059,1504.7436893203883,1227.326213592233,0.29378245615800425,3.450994975831713e-08,4.071228740598999e-07,Not Significant
ENSG00000005073,82.19805825242719,51.262135922330096,0.6707837699573751,0.006901906004440511,0.02394366780951598,Not Significant
ENSG00000005075,1795.316504854369,2082.957281553398,-0.21428413409282956,1.35102440577128e-05,9.808030213691455e-05,Not Significant
ENSG00000005100,1767.1611650485436,1666.978640776699,0.08414896552080076,0.08024230579386553,0.17969787628457273,Not Significant
ENSG00000005102,624.6155339805825,200.2,1.6366460299419154,2.285621341404834e-22,1.475849515144193e-20,Up
ENSG00000005108,446.91650485436895,257.0504854368932,0.7955764831074006,1.1154852971010904e-17,4.537828423450113e-16,Not Significant
ENSG00000005156,2998.9514563106795,3325.1203883495145,-0.14890123171420927,0.011256132740518295,0.03620383810407468,Not Significant
ENSG00000005175,2324.001941747573,2320.339805825243,0.0022741962237323734,0.9560776382605901,0.9742485850883839,Not Significant
ENSG00000005187,314.07766990291265,186.63300970873786,0.7477938525329628,0.0022461375301030114,0.009138914619837612,Not Significant
ENSG00000005189,514.7087378640776,659.0912621359223,-0.3561090108104894,8.058268154233645e-09,1.0449033689775028e-07,Not Significant
ENSG00000005194,2623.1417475728153,2525.990291262136,0.05442553030293621,0.23195521666971336,0.39264381285303745,Not Significant
ENSG00000005206,2129.011650485437,2362.831067961165,-0.15026561492343335,0.002424525178931801,0.009781323341923207,Not Significant
ENSG00000005238,1499.0077669902912,1303.9805825242718,0.20094163061235648,2.297256357708156e-05,0.00015847980175960358,Not Significant
ENSG00000005243,1342.0155339805826,727.8174757281554,0.8818465338932631,3.3571561353359925e-31,5.23518877339748e-29,Not Significant
ENSG00000005249,4852.01359223301,3365.4679611650486,0.5276451660849012,0.00010291687019071861,0.0006029450229294918,Not Significant
ENSG00000005302,2208.1203883495145,1704.0349514563106,0.3736707287144703,1.2246642790013675e-15,4.010880581014911e-14,Not Significant
ENSG00000005339,9160.08349514563,8451.291262135923,0.11617575538079256,0.006071958932385521,0.021442795774497658,Not Significant
ENSG00000005379,1378.926213592233,1568.0135922330096,-0.185266723977027,0.0352477526484465,0.093095277194124,Not Significant
ENSG00000005381,19.724271844660194,13.45242718446602,0.5200096093053099,0.0004759409182388769,0.002352978526369947,Not Significant
ENSG00000005421,26.221359223300972,42.976699029126216,-0.6920002113197913,0.0934927930094576,0.2023902870219706,Not Significant
ENSG00000005436,1219.2233009708739,1059.8776699029127,0.20188687698735877,2.299769252932828e-06,1.937506871671057e-05,Not Significant
ENSG00000005448,771.9456310679611,1005.3223300970874,-0.3806536378531383,1.6937098613717216e-09,2.4468800231588193e-08,Not Significant
ENSG00000005469,2032.928155339806,1997.9631067961166,0.025016873922693687,0.7563263042935152,0.840934328780622,Not Significant
ENSG00000005471,142.6893203883495,106.60388349514564,0.4172226917957652,2.6648775805526682e-08,3.19744715658205e-07,Not Significant
ENSG00000005483,6267.78640776699,5277.88932038835,0.24795175649199536,1.3494654880861942e-07,1.4290677798601202e-06,Not Significant
ENSG00000005486,5895.47572815534,6749.333980582524,-0.1951059570500224,9.747910853521808e-06,7.285055757374372e-05,Not Significant
ENSG00000005513,556.4427184466019,283.9300970873786,0.9682155433795352,0.009372248571163925,0.031033582493844993,Not Significant
ENSG00000005700,5021.2,4763.699029126214,0.07593439590599461,0.11934515648942808,0.24303995294309189,Not Significant
ENSG00000005801,1558.378640776699,1505.4660194174758,0.049803147636021984,0.24227603583369592,0.4041152082603573,Not Significant
ENSG00000005810,5325.168932038835,3453.904854368932,0.6244522073963206,1.4950200184140403e-24,1.1969692154141135e-22,Not Significant
ENSG00000005812,3867.788349514563,3010.982524271845,0.361168405749286,7.862615287518718e-13,1.8055258724245342e-11,Not Significant
ENSG00000005844,1808.2155339805824,1543.9126213592233,0.2278390450437479,0.011862741794029382,0.03785130811952484,Not Significant
ENSG00000005882,1507.7300970873787,1446.5203883495146,0.05975107057448206,0.3547855281148781,0.5118410881178423,Not Significant
ENSG00000005884,6672.314563106796,5983.283495145631,0.15722498839286553,0.0880623691465658,0.1930430049125242,Not Significant
ENSG00000005889,4030.8699029126215,3899.473786407767,0.04779971062954128,0.43340567674111563,0.5840352001887743,Not Significant
ENSG00000005893,18537.454368932038,15749.128155339806,0.23515739770268188,3.766585503931766e-07,3.6860936644096807e-06,Not Significant
ENSG00000005961,60.085436893203884,82.9242718446602,-0.4582596401262636,0.0007353442205722808,0.0034529773191564746,Not Significant
ENSG00000005981,23.867961165048545,13.528155339805826,0.7754366974179684,0.09758202891730083,0.20908932446680564,Not Significant
ENSG00000006007,5694.316504854369,5581.3669902912625,0.02889904709579694,0.5381521539025216,0.6752621546693451,Not Significant
ENSG00000006015,1037.0388349514562,1142.0388349514562,-0.13901400161689056,0.06180095864787554,0.14645501314855608,Not Significant
ENSG00000006016,679.178640776699,370.34563106796116,0.8731510978034023,0.01855357186578903,0.05489795636458863,Not Significant
ENSG00000006025,707.9592233009708,667.8097087378641,0.08410686102454216,0.13162642950396347,0.2613686472918368,Not Significant
ENSG00000006042,3291.440776699029,2628.198058252427,0.32453466532368413,7.997854462296237e-07,7.373292489023412e-06,Not Significant
ENSG00000006047,497.2621359223301,678.8932038834952,-0.4484032043261961,2.8385086627015423e-05,0.00019141881905990985,Not Significant
ENSG00000006059,13.794174757281553,14.986407766990292,-0.11181657085123717,0.7054858789755473,0.804059787258889,Not Significant
ENSG00000006062,1069.178640776699,825.5087378640777,0.3727496633187483,5.2289851268036495e-12,1.0755030701759334e-10,Not Significant
ENSG00000006071,617.8601941747572,927.8893203883495,-0.5858931768650091,0.0001562842538775269,0.0008754046280699412,Not Significant
ENSG00000006116,0.9611650485436893,0.3553398058252427,0.5330563514295048,0.1728877098532246,0.31935337509294975,Not Significant
ENSG00000006118,5751.03495145631,6220.027184466019,-0.11308036837070053,0.17295883249813043,0.3194261366884814,Not Significant
ENSG00000006125,24589.231067961166,27453.93203883495,-0.15898004845480318,0.011601682167397253,0.03713005162064802,Not Significant
ENSG00000006128,54.10679611650485,29.40970873786408,0.8576982535907245,0.017435596576615156,0.05214614838250843,Not Significant
ENSG00000006194,2685.3436893203884,2912.1087378640777,-0.11691565991062614,0.003595012085648761,0.013712772718064552,Not Significant
ENSG00000006210,7601.623300970874,3284.143689320388,1.2105408352318239,4.214234958380918e-14,1.1393476699377943e-12,Up
ENSG00000006282,3928.6038834951455,4538.640776699029,-0.20819424950075782,0.007716938278328344,0.02631579080720874,Not Significant
ENSG00000006283,123.51650485436893,56.706796116504854,1.1095238465545076,2.391397364093152e-09,3.3631800595283534e-08,Up
ENSG00000006327,3147.854368932039,2652.2796116504855,0.2470503162499219,0.0007544252205682321,0.0035343153579183227,Not Significant
ENSG00000006377,48.697087378640774,30.846601941747572,0.6420218575727814,0.06578334823118538,0.15378252415809002,Not Significant
ENSG00000006432,1116.4563106796118,1126.0679611650485,-0.012356084027662194,0.8491553285669444,0.9051915371405025,Not Significant
ENSG00000006451,5397.852427184466,4695.203883495145,0.2011577388059467,1.1841776691473393e-07,1.2672480380437932e-06,Not Significant
ENSG00000006453,1981.2563106796117,2010.768932038835,-0.021321090795967026,0.7120546349310929,0.8091789820088582,Not Significant
ENSG00000006459,2900.980582524272,2076.2679611650487,0.4823505348025444,1.6470018010495625e-13,4.110441001175891e-12,Not Significant
ENSG00000006468,1131.695145631068,635.9961165048544,0.8304031433208479,2.3064655893746e-22,1.4872962836996914e-20,Not Significant
ENSG00000006530,1803.7087378640776,1766.2466019417475,0.030262651303481346,0.42878913758599835,0.5798934380265466,Not Significant
ENSG00000006534,1028.5009708737864,965.8233009708738,0.09062104213296224,0.2754080265066798,0.4401473711851345,Not Significant
ENSG00000006555,745.6815533980582,728.0174757281553,0.03453969131921294,0.7379341994600445,0.8274643198175161,Not Significant
ENSG00000006576,2445.2970873786408,2118.739805825243,0.2067124332490525,9.468039726590219e-05,0.0005597075318055403,Not Significant
ENSG00000006606,22.80388349514563,14.61747572815534,0.6080356741124714,2.2932355923957256e-06,1.933026249742788e-05,Not Significant
ENSG00000006607,2438.33786407767,2192.677669902913,0.15313803701442713,0.0008019675180677505,0.003728398872482163,Not Significant
ENSG00000006611,29.005825242718448,69.59805825242718,-1.2343858952915647,0.1829769498036091,0.33267142005366984,Not Significant
ENSG00000006625,2466.821359223301,2768.6679611650484,-0.16647506622311348,0.015148162877516058,0.046446060283320136,Not Significant
ENSG00000006634,938.6310679611651,1013.8660194174757,-0.11112295774761587,0.09291189113739728,0.2013885814805507,Not Significant
ENSG00000006638,179.75728155339806,151.86796116504854,0.24176769418320496,2.8707747496639586e-05,0.00019332152061030873,Not Significant
ENSG00000006652,583.3650485436893,476.0252427184466,0.2928042804280555,8.659887749426422e-05,0.000517575806146205,Not Significant
ENSG00000006659,3.124271844660194,4.353398058252427,-0.3763155012060369,0.15114101576387823,0.28942361211207274,Not Significant
ENSG00000006695,1007.0,939.4271844660194,0.10010749085562129,0.014777031317900036,0.04547761241067746,Not Significant
ENSG00000006704,2261.2194174757283,2529.073786407767,-0.1614405937360169,0.00011404827220372002,0.0006593355285942709,Not Significant
ENSG00000006712,4973.700970873786,5099.073786407767,-0.03590831182713171,0.41036052467112966,0.5626911384865406,Not Significant
ENSG00000006715,4230.623300970874,3878.9300970873787,0.12518054420690075,0.0039689613346594686,0.01491854249446873,Not Significant
ENSG00000006740,533.2310679611651,466.37087378640774,0.1928960484624476,0.021752809079621283,0.06264714488873006,Not Significant
ENSG00000006744,4223.238834951457,4091.978640776699,0.045540267688898774,0.1928617424826505,0.3452873301088615,Not Significant
ENSG00000006747,992.1436893203884,1091.485436893204,-0.1375396794028062,0.6398396255155119,0.7554587962476603,Not Significant
ENSG00000006756,6513.0815533980585,6147.654368932039,0.08329107010429336,0.20372161200754735,0.35867839924380907,Not Significant
ENSG00000006757,1803.009708737864,2011.714563106796,-0.15793548541567468,0.0045945702770943606,0.016909124208112653,Not Significant
ENSG00000006788,35.35728155339806,18.65242718446602,0.8875368283747298,1.6192319269608396e-18,7.207696743537066e-17,Not Significant
ENSG00000006831,9810.526213592233,11333.023300970874,-0.2081105987779268,0.013438461083717795,0.042041335212275995,Not Significant
ENSG00000006837,30.299029126213593,35.95145631067961,-0.2395133177331106,3.1082202524542795e-05,0.0002077075114727546,Not Significant
ENSG00000007001,12.2,11.149514563106797,0.11963925784233338,0.22400746787415785,0.3831311764461835,Not Significant
ENSG00000007038,247.3378640776699,237.4873786407767,0.05839132886245616,0.8114958272628138,0.8794537066009069,Not Significant
ENSG00000007047,2682.7728155339805,2799.547572815534,-0.06144638460302742,0.163084342464864,0.3061632958430396,Not Significant
ENSG00000007062,5622.772815533981,3482.8466019417474,0.690857213106072,0.0004937350777940385,0.0024296226092787388,Not Significant
ENSG00000007080,2599.6485436893204,2913.673786407767,-0.16446298034014945,0.00254398435621843,0.010197735677925994,Not Significant
ENSG00000007129,99.73398058252427,80.33203883495146,0.30865474460250664,0.008344597291445007,0.028122571760235388,Not Significant
ENSG00000007168,8378.877669902913,6899.714563106796,0.28018342403864305,1.5246434317491466e-11,2.9454629666480073e-10,Not Significant
ENSG00000007171,72.76699029126213,43.21553398058253,0.7384220624536486,0.00010616589221242538,0.0006191669572955897,Not Significant
ENSG00000007174,52.11844660194175,64.45242718446602,-0.3012337358215651,0.2060835878903133,0.36167328602243365,Not Significant
ENSG00000007202,10926.347572815534,10638.73786407767,0.0384806469359735,0.5335677585257105,0.6714165317721013,Not Significant
ENSG00000007216,432.94174757281553,331.56699029126213,0.3838564103104165,0.14105129151661785,0.2752724031160268,Not Significant
ENSG00000007237,4155.186407766991,1898.4757281553398,1.1296590844376735,5.059235462368879e-47,6.353068362982058e-44,Up
ENSG00000007255,1521.6291262135921,1827.914563106796,-0.26442310109133343,5.673280526852056e-05,0.00035634803235530657,Not Significant
ENSG00000007264,317.19223300970873,211.7126213592233,0.5809929817578701,2.0969851334907916e-05,0.00014578079341479256,Not Significant
ENSG00000007306,61.13592233009709,55.16504854368932,0.14575494577987225,0.6347792019959904,0.7519566303832356,Not Significant
ENSG00000007312,241.13398058252426,143.4640776699029,0.7450947605412335,8.234182864943153e-05,0.0004946106973179222,Not Significant
ENSG00000007314,286.77669902912623,109.19805825242719,1.3848509802460607,0.0006817892990259577,0.0032326730694476,Up
ENSG00000007341,744.2601941747573,746.1864077669903,-0.0037240063887102968,0.9280269920710843,0.9566654520945075,Not Significant
ENSG00000007350,24.60970873786408,6.862135922330097,1.7036976343750634,0.15824581388249478,0.2994952503408911,Not Significant
ENSG00000007372,102.14951456310679,56.4873786407767,0.8434198795964986,0.04970703243570673,0.12315265699725098,Not Significant
ENSG00000007376,1551.3553398058252,1973.442718446602,-0.34698668016187517,1.0414426200150793e-11,2.0654845778004802e-10,Not Significant
ENSG00000007384,3198.5320388349514,3445.161165048544,-0.10712925995856268,0.029147129788374283,0.07968591693147287,Not Significant
ENSG00000007392,2437.7417475728157,2766.1398058252425,-0.1822585449907037,0.00018705630231186524,0.0010249295179873895,Not Significant
ENSG00000007402,835.3398058252427,1289.1495145631068,-0.6253771331128288,7.364781966020989e-07,6.826586360811763e-06,Not Significant
ENSG00000007516,965.6970873786407,1306.8951456310679,-0.4361110841649694,0.0010880286034366331,0.0048855320315036475,Not Significant
ENSG00000007520,1747.4912621359224,1969.7203883495145,-0.1726125106848125,0.0002895175673085678,0.0015108485648327031,Not Significant
ENSG00000007541,3272.0912621359225,4220.854368932039,-0.3672229854301388,8.87367502622076e-10,1.3378642176973214e-08,Not Significant
ENSG00000007545,1414.442718446602,1483.6135922330097,-0.06883411646947232,0.16223734902234618,0.3049691479475405,Not Significant
ENSG00000007866,2830.4155339805825,2461.042718446602,0.20166769840706597,6.934102479960546e-07,6.46126737236394e-06,Not Significant
ENSG00000007908,819.6194174757281,502.74563106796114,0.7040178702926841,0.0007516317863438964,0.0035239109432853256,Not Significant
ENSG00000007923,1873.2174757281553,1767.7436893203883,0.08356336594548729,0.03931010261150927,0.10180177338630193,Not Significant
ENSG00000007933,423.78252427184464,545.4660194174758,-0.3634073741151719,0.6009360440557934,0.7256121397366924,Not Significant
ENSG00000007944,3238.5223300970874,3014.3087378640776,0.1034753749418199,0.06091989817633568,0.1448274063958941,Not Significant
ENSG00000007952,68.26019417475729,83.08543689320388,-0.2798295235411255,1.2134043536153416e-05,8.884644613444355e-05,Not Significant
ENSG00000007968,631.652427184466,684.5223300970874,-0.11579054559191901,0.3317384332989361,0.49109747167447454,Not Significant
ENSG00000008018,8965.970873786408,8871.84854368932,0.015223369211632266,0.7080020112679981,0.8060418946816418,Not Significant
ENSG00000008056,93.62135922330097,164.92233009708738,-0.8102702693711862,0.0013244207874132915,0.005806570298951437,Not Significant
ENSG00000008083,2946.7844660194173,2821.516504854369,0.06264902507388696,0.2614327241153442,0.4257113953499861,Not Significant
ENSG00000008086,1707.1223300970873,1183.316504854369,0.5283566115275821,3.4530253720894074e-16,1.1983379251299079e-14,Not Significant
ENSG00000008118,21.322330097087377,27.66990291262136,-0.3610493895639803,0.09543912065908565,0.2055963143700171,Not Significant
ENSG00000008128,52.97281553398058,57.74368932038835,-0.12220092649398218,0.04127905029613382,0.1059976172862785,Not Significant
ENSG00000008130,3668.801941747573,3492.6582524271844,0.07096371170940266,0.03571570426920949,0.09411321139939807,Not Significant
ENSG00000008196,4640.772815533981,3974.0601941747573,0.22369920667493146,0.09059122874346422,0.19738058778962722,Not Significant
ENSG00000008197,0.48349514563106794,0.5242718446601942,-0.03912001574324066,0.88079208726392,0.9263546498878079,Not Significant
ENSG00000008226,78.0757281553398,73.76504854368932,0.08087094460783605,0.47943443403122665,0.6247105662099329,Not Significant
ENSG00000008256,3200.78640776699,2044.6388349514564,0.6463256139412646,3.5355333147491245e-32,6.157247398291925e-30,Not Significant
ENSG00000008277,644.7669902912621,520.473786407767,0.3084189637463479,0.0001506023770284114,0.0008467590699943131,Not Significant
ENSG00000008282,9575.685436893204,8794.06990291262,0.12283137047681437,0.008705237247151313,0.029148586833174256,Not Significant
ENSG00000008283,11906.08349514563,14294.798058252427,-0.26377107548716233,0.0006405190987003154,0.0030582639935743095,Not Significant
ENSG00000008294,7140.840776699029,5620.823300970874,0.3452578610014093,2.5694840710211853e-07,2.5878142866396983e-06,Not Significant
ENSG00000008300,845.7669902912621,1103.1242718446601,-0.3828656254066847,0.0015740198135419292,0.006745920375659581,Not Significant
ENSG00000008311,896.3398058252427,573.6757281553398,0.6429062930864939,1.4954118427280935e-17,6.011631197245086e-16,Not Significant
ENSG00000008323,1057.0893203883495,897.495145631068,0.23587880581005727,0.0021275537063828167,0.008717585834884719,Not Significant
ENSG00000008324,974.9417475728155,1036.6912621359224,-0.08851032812945385,0.024876744336755418,0.06994275785183214,Not Significant
ENSG00000008382,537.6582524271845,619.8873786407767,-0.20496134851089076,1.5411308382485765e-05,0.0001104863000894615,Not Significant
ENSG00000008394,12017.213592233009,9615.452427184466,0.3216457898094966,8.671243695408059e-05,0.0005181896138478168,Not Significant
ENSG00000008405,1802.897087378641,1509.2330097087379,0.2563458787707021,6.853760717123629e-08,7.648450746017431e-07,Not Significant
ENSG00000008438,2.559223300970874,2.6194174757281554,-0.024195074114394487,0.8986776913985451,0.9377660145237328,Not Significant
ENSG00000008441,10852.798058252427,8542.98640776699,0.3452187147698625,9.99749233825892e-05,0.0005877298748269547,Not Significant
ENSG00000008513,7927.6,8515.180582524272,-0.10314039875609969,0.2604062604457064,0.42456149842654844,Not Significant
ENSG00000008516,262.54174757281555,315.3572815533981,-0.2635232856802431,0.07813353057335713,0.1759663871955567,Not Significant
ENSG00000008517,2927.893203883495,2395.4466019417478,0.289458795322178,0.010920383345349073,0.03534093190193307,Not Significant
ENSG00000008710,3030.9067961165047,2584.935922330097,0.2295388776603681,4.085728455896588e-06,3.2788898496211465e-05,Not Significant
ENSG00000008735,1592.2446601941747,2524.7029126213592,-0.6647171256783296,3.035005494807482e-09,4.195376367358732e-08,Not Significant
ENSG00000008838,6659.978640776699,8213.24854368932,-0.30239444476360383,0.018657480951264682,0.055147279238878105,Not Significant
ENSG00000008853,1114.590291262136,950.9961165048544,0.2287796906290389,1.1664711492094747e-05,8.576528551306274e-05,Not Significant
ENSG00000008869,3495.81359223301,3193.988349514563,0.13023022063939685,0.004774134035692084,0.017464897877580102,Not Significant
ENSG00000008952,12233.51067961165,10644.26213592233,0.2007449257520114,4.2628759724577e-06,3.4141644117780554e-05,Not Significant
ENSG00000008988,49627.70097087379,44851.09708737864,0.14599925183296547,0.012678795272071391,0.04001632070855894,Not Significant
